Name,Genre,ESRB_Rating,Platform,Publisher,Score,Sales,Year
The Wonderful 101,Action,T,WiiU,Nintendo,8,0.36,2013
Assassin's Creed III,Action-Adventure,M,WiiU,Ubisoft,7.7,0.36,2012
Tiger Woods PGA Tour 09,Sports,E,PSP,EA Sports,5.2,0.36,2008
Nintendo Labo: Toy-Con 02 Robot Kit,Action,E10,NS,Nintendo,7,0.36,2018
Breath of Fire II,Role-Playing,E,SNES,Capcom,8.3,0.36,1995
Spider-Man: Shattered Dimensions,Action,T,X360,Activision,8.2,0.36,2010
Arc the Lad: Twilight of the Spirits,Role-Playing,T,PS2,Sony Computer Entertainment,7.3,0.36,2003
Mega Man 11,Platform,E10,NS,Capcom,8,0.36,2018
LEGO Pirates of the Caribbean: The Video Game,Action,E10,PSP,Disney Interactive Studios,6.8,0.36,2011
G-Force,Action,E10,PSP,Disney Interactive Studios,7,0.36,2009
South Park Rally,Racing,M,PS,Acclaim Entertainment,3.9,0.36,1999
SOCOM: Tactical Strike,Shooter,T,PSP,Sony Computer Entertainment,7.1,0.36,2007
Harvest Moon: The Tale of Two Towns,Simulation,E,3DS,Natsume,6.3,0.36,2011
Formula 1 Championship Edition,Racing,E,PS,Sony Computer Entertainment,8.5,0.36,1997
Trauma Center: Under the Knife,Simulation,T,DS,Atlus,8,0.36,2005
Football Manager Handheld 2010,Sports,,PSP,Sega,6,0.35,2009
Dark Void,Action,T,PS3,Capcom,6.1,0.35,2010
Blasto,Action,T,PS,Sony Computer Entertainment,4.6,0.35,1998
Guitar Hero: Smash Hits,Misc,T,PS3,Activision,7.4,0.35,2009
Suikoden V,Role-Playing,T,PS2,Konami,7.9,0.35,2006
Call of Duty: Ghosts,Shooter,M,WiiU,Activision,8.8,0.35,2013
Dragon Ball Z: Extreme Butoden,Fighting,T,3DS,Namco Bandai Games,5,0.35,2015
Disney's Tarzan: Return to the Jungle,Action,E,GBA,Activision,6.9,0.35,2002
NHL 2K10,Sports,E10,Wii,2K Sports,8.2,0.35,2009
Command & Conquer: Red Alert 3 Ultimate Edition,Strategy,T,PS3,Electronic Arts,7.4,0.35,2009
EA Sports MMA,Fighting,T,X360,EA Sports,7.7,0.35,2010
Persona 2: Eternal Punishment,Role-Playing,T,PS,Atlus,8.7,0.35,2000
Teenage Mutant Ninja Turtles: Smash-Up,Fighting,E10,Wii,Ubisoft,7.2,0.35,2009
Transformers: Dark of the Moon,Action,T,PS3,Activision,5.5,0.35,2011
Dead or Alive 5 Last Round,Fighting,M,PS4,Tecmo Koei,7.1,0.35,2015
Def Jam Rapstar,Misc,T,PS3,Konami,7.4,0.35,2010
Resident Evil: Dead Aim,Shooter,M,PS2,Capcom,6.7,0.35,2003
Need for Speed Carbon,Racing,E10,GC,Electronic Arts,7.7,0.35,2006
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,Platform,E,GBA,THQ,5.5,0.35,2003
The Fairly Odd Parents: Shadow Showdown,Platform,E,PS2,THQ,5,0.35,2004
Terminator Salvation,Shooter,T,X360,Warner Bros. Interactive,5.2,0.35,2009
Chicken Shoot,Action,E10,Wii,"Destination Software, Inc",3,0.35,2007
Might & Magic Heroes VI,Role-Playing,T,PC,Ubisoft,7.4,0.35,2011
MotoGP 08,Racing,E,X360,Capcom,6.8,0.35,2008
Aggressive Inline,Sports,T,PS2,Acclaim Entertainment,8.7,0.35,2002
NFL Street,Sports,E,GC,EA Sports BIG,8.3,0.35,2004
EverGrace,Role-Playing,T,PS2,Agetec,6.2,0.35,2000
Lunar 2: Eternal Blue Complete,Role-Playing,T,PS,Working Designs,8.1,0.35,2000
MLB 06: The Show,Sports,E,PSP,Sony Computer Entertainment,8.3,0.35,2006
Over the Hedge,Platform,E10,GC,Activision,6.7,0.35,2006
Madden NFL 13,Sports,E,PSV,EA Sports,6.2,0.35,2012
Def Jam Icon,Action,M,X360,Electronic Arts,6.3,0.35,2007
Mini Ninjas,Action,E10,PS3,Eidos Interactive,7.4,0.34,2009
Racquet Sports,Sports,E,PS3,Ubisoft,4.2,0.34,2010
Dynasty Warriors 5 Empires,Action,T,PS2,KOEI,6.3,0.34,2006
SoulCalibur,Fighting,T,DC,Namco,9.6,0.34,1999
Battalion Wars 2,Strategy,T,Wii,Nintendo,7.7,0.34,2007
WWE All Stars,Fighting,T,X360,THQ,7.7,0.34,2011
Driver 2 Advance,Action,T,GBA,Atari,6.8,0.34,2002
Risen 3: Titan Lords Enhanced Edition,Role-Playing,M,PC,Deep Silver,6.3,0.34,2014
Supreme Commander 2,Strategy,E10,X360,Square Enix,8.2,0.34,2010
MotorStorm: Arctic Edge,Racing,T,PS2,Sony Computer Entertainment,7.4,0.34,2009
Trauma Center: Second Opinion,Simulation,T,Wii,Atlus,8.2,0.34,2006
Tom Clancy's Ghost Recon: Shadow Wars,Strategy,T,3DS,Ubisoft,7.9,0.34,2011
Costume Quest,Role-Playing,,PC,Unknown,8,0.34,2011
WWE Day of Reckoning 2,Fighting,T,GC,THQ,8.3,0.34,2005
Revenge of the Titans,Strategy,,PC,Puppy Games,8,0.34,2010
Star Ocean: Second Evolution,Role-Playing,T,PSP,Square Enix,8,0.34,2009
Tenchu Z,Action,M,X360,Microsoft,5.7,0.34,2007
Backstreet Billiards,Misc,,PS,ASCII Entertainment,7.2,0.34,1998
Solar 2,Misc,,PC,Unknown,8,0.34,2011
F.E.A.R.,Shooter,M,X360,Vivendi Games,8.6,0.34,2006
Disgaea 5 Complete,Role-Playing,T,NS,NIS America,9,0.34,2017
Lord of Arcana,Role-Playing,M,PSP,Square Enix,4.7,0.34,2011
Dynasty Warriors 6 Empires,Action,T,PS3,KOEI,6.4,0.34,2009
Herbie: Fully Loaded,Racing,E,GBA,Buena Vista,5,0.34,2005
Kameo: Elements of Power,Adventure,T,X360,Microsoft Game Studios,7.7,0.34,2005
The Eye of Judgment,Strategy,T,PS3,Sony Computer Entertainment,7.5,0.34,2007
Dynasty Warriors: Gundam 2,Action,T,PS2,Namco Bandai,4.9,0.34,2009
Hard Reset,Shooter,,PC,Kalypso Media,7.6,0.34,2012
Shaun White Snowboarding,Sports,E10,PSP,Ubisoft,6.3,0.34,2008
Harry Potter and the Deathly Hallows - Part 2,Action,E10,X360,Electronic Arts,4.8,0.33,2011
Dead or Alive 5,Fighting,M,X360,Tecmo Koei,7.6,0.33,2012
Untold Legends: The Warriors Code,Role-Playing,T,PSP,Sony Online Entertainment,6.8,0.33,2006
Beyond Good & Evil,Adventure,T,PS2,Ubisoft,8.3,0.33,2003
Banjo-Kazooie: Grunty's Revenge,Platform,E,GBA,THQ,6.6,0.33,2003
Bomberman World,Puzzle,E,PS,Atlus,6.5,0.33,1998
Mega Man ZX Advent,Platform,E10,DS,Capcom,7.6,0.33,2007
Jeanne d'Arc,Role-Playing,T,PSP,Sony Computer Entertainment,8.4,0.33,2007
Street Fighter Alpha 3 MAX,Fighting,T,PSP,Capcom,7.8,0.33,2006
Ape Escape Academy,Party,E10,PSP,Sony Computer Entertainment,5.3,0.33,2006
Mystery Case Files: The Malgrave Incident,Adventure,E,Wii,Nintendo,6.3,0.33,2011
Ninja Blade,Action,M,X360,Microsoft,6.7,0.33,2009
WWE Wrestlemania XIX,Fighting,T,GC,THQ,7.8,0.33,2003
The Sims 2,Simulation,T,GC,Electronic Arts,7.6,0.33,2005
Klonoa 2: Lunatea's Veil,Platform,E,PS2,Namco,9.4,0.33,2001
Deus Ex: Invisible War,Shooter,M,XB,Eidos Interactive,8.5,0.33,2003
Etrian Odyssey,Role-Playing,T,DS,Atlus,7.4,0.33,2007
Fracture,Shooter,T,X360,LucasArts,4,0.33,2008
NBA 2K10,Sports,E,PSP,2K Sports,5.5,0.33,2009
Planet Puzzle League,Puzzle,E,DS,Nintendo,8.6,0.33,2007
Classic NES Series: Castlevania,Platform,E,GBA,Nintendo,7.4,0.33,2004
GT Advance Championship Racing,Racing,E,GBA,THQ,7.5,0.33,2001
Naruto: Rise of a Ninja,Action,T,X360,Ubisoft,7.8,0.33,2007
Ultimate NES Remix,Action,E,3DS,Nintendo,7,0.33,2014
Disgaea 2: Cursed Memories,Role-Playing,T,PS2,NIS America,7.9,0.33,2006
Clock Tower 3,Adventure,M,PS2,Capcom,7,0.33,2003
Call of Duty 2: Big Red One,Shooter,T,GC,Activision,7.5,0.33,2005
Resonance of Fate,Role-Playing,T,X360,Sega,7.4,0.33,2010
Disgaea: Hour of Darkness,Role-Playing,T,PS2,Atlus,8.8,0.33,2003
Kirby: Battle Royale,Fighting,E10,3DS,Nintendo,6,0.33,2018
Capcom Classics Collection Reloaded,Misc,T,PSP,Capcom,7.1,0.33,2006
MLB 08: The Show,Sports,E,PSP,Sony Computer Entertainment,8.3,0.33,2008
Tokyo Mirage Sessions #FE,Role-Playing,T,WiiU,Nintendo,8,0.33,2016
MVP Baseball 2005,Sports,E,GC,EA Sports,8.7,0.33,2005
Dark Souls: Remastered,Role-Playing,M,NS,Bandai Namco Entertainment,8.8,0.33,2018
Fable III,Role-Playing,M,PC,Microsoft Game Studios,7,0.33,2011
DECA Sports Freedom,Sports,E10,X360,Hudson Soft,3,0.33,2010
Teen Titans,Action,E10,GC,THQ,6.3,0.33,2006
"Warhammer 40,000: Squad Command",Strategy,T,PSP,THQ,6.6,0.33,2007
Golden Axe: Beast Rider,Action,M,X360,Sega,4,0.33,2008
Dr. Mario / Puzzle League,Puzzle,E,GBA,Nintendo,7.5,0.33,2005
Major League Baseball 2K6,Sports,E,XB,2K Sports,7.3,0.33,2006
The Witcher: Enhanced Edition,Role-Playing,M,PC,Atari,8.3,0.33,2008
Final Fantasy XI: Wings of the Goddess,Role-Playing,T,X360,Square Enix,6.5,0.32,2007
Elebits,Action,E,Wii,Konami,7.3,0.32,2006
Championship Bass,Sports,E,PS,EA Sports,7.1,0.32,2000
Golden Axe: Beast Rider,Action,M,PS3,Sega,4.5,0.32,2008
And Yet It Moves,Platform,E,PC,Broken Rules,8,0.32,2009
Dead Rising 2: Off the Record,Action,M,PS3,Capcom,7.1,0.32,2011
Marvel: Ultimate Alliance 2,Role-Playing,T,Wii,Activision,5.6,0.32,2009
Eternal Sonata,Role-Playing,T,X360,Namco Bandai,7.9,0.32,2007
Shin Megami Tensei: Persona 2: Innocent Sin,Role-Playing,T,PSP,Atlus,7,0.32,2011
Bust-A-Move '99,Puzzle,E,PS,Acclaim Entertainment,7.7,0.32,1999
Operation Flashpoint: Red River,Shooter,M,PS3,Codemasters,6.8,0.32,2011
Dead Space 2,Shooter,M,PC,Electronic Arts,8.9,0.32,2011
Army of Two: The 40th Day,Shooter,M,PSP,Electronic Arts,4.8,0.32,2010
Final Fantasy XI: Online,MMO,T,PS2,Square Enix,8.4,0.32,2004
Bleach: Shattered Blade,Fighting,T,Wii,Sega,5.3,0.32,2007
Beautiful Katamari,Puzzle,E,X360,Namco Bandai,7.3,0.32,2007
Vin Diesel: Wheelman,Racing,T,PS3,Ubisoft,6.9,0.32,2009
Chibi-Robo! Zip Lash,Platform,E,3DS,Nintendo,5.5,0.32,2015
Tony Hawk's American Wasteland,Sports,T,X360,Activision,8.2,0.32,2005
Prince of Persia: The Sands of Time,Adventure,T,GC,Ubisoft,9,0.32,2003
Folklore,Role-Playing,T,PS3,Sony Computer Entertainment,7.5,0.32,2007
Rayman 2: The Great Escape,Platform,E,PS,Ubisoft,8.7,0.32,2000
Fortress,Action,E,GBA,Majesco,6.6,0.32,2001
Phineas and Ferb: Across the 2nd Dimension,Action,E10,PS3,Disney Interactive Studios,6.8,0.32,2011
Street Fighter Alpha 2,Fighting,T,SAT,Capcom,8.1,0.32,1996
WipEout Pulse,Racing,E10,PSP,Sony Computer Entertainment,8.2,0.32,2008
Prey,Shooter,M,X360,2K Games,8.2,0.32,2006
"Ed, Edd n Eddy: Jawbreakers!",Adventure,E,GBA,BAM! Entertainment,5,0.32,2002
Marvel Nemesis: Rise of the Imperfects,Fighting,T,PSP,Electronic Arts,6.8,0.32,2005
Test Drive Unlimited,Racing,E10,X360,Atari,8,0.32,2006
Singularity,Shooter,M,X360,Activision,7.7,0.32,2010
Clive Barker's Jericho,Shooter,M,X360,Codemasters,5.8,0.32,2007
Payday 2,Shooter,M,PS4,505 Games,6.5,0.32,2015
Atom Zombie Smasher,Strategy,,PC,Unknown,7.2,0.32,2011
BlazBlue: Continuum Shift,Fighting,T,X360,Aksys Games,8.6,0.32,2010
DJ Hero,Misc,T,PS2,Activision,8.3,0.32,2009
Rugby World Cup 2011,Sports,E,PS3,505 Games,4.5,0.32,2011
Crash of the Titans,Action,E10,X360,Sierra Entertainment,6.6,0.32,2007
Shenmue II,Adventure,T,XB,Microsoft,7.9,0.32,2002
Etrian Odyssey III: The Drowned City,Role-Playing,E10,DS,Atlus,7.3,0.31,2010
WarCraft II: The Dark Saga,Strategy,T,PS,Electronic Arts,7.3,0.31,1997
Bust-A-Move Universe,Puzzle,E,3DS,Square Enix,5.6,0.31,2011
Sonic Boom: Rise of Lyric,Action-Adventure,E10,WiiU,Sega,3.7,0.31,2014
Catherine,Puzzle,M,X360,Atlus,7.9,0.31,2011
Namco Museum: Virtual Arcade,Misc,E10,X360,Namco Bandai,7,0.31,2008
The Matrix: Path of Neo,Action,T,XB,Atari,6.7,0.31,2005
Mega Man Maverick Hunter X,Platform,E10,PSP,Capcom,7.9,0.31,2006
Fuel,Racing,E,X360,Codemasters,6.6,0.31,2009
Dark Void,Action,T,X360,Capcom,6.1,0.31,2010
Bass Hunter 64,Sports,E,N64,Take-Two Interactive,6,0.31,1999
Mega Man Zero Collection,Platform,E,DS,Capcom,7.5,0.31,2010
Tiger Woods PGA Tour 06,Sports,E,X360,EA Sports,6.9,0.31,2005
Shaun White Snowboarding,Sports,E10,PS2,Ubisoft,6.2,0.31,2008
Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,Strategy,E10,DS,Konami,7.6,0.31,2010
NASCAR Thunder 2003,Racing,E,GC,EA Sports,8.8,0.31,2002
Star Wars Racer Revenge,Racing,E,PS2,LucasArts,7.8,0.31,2002
Spider-Man 3,Platform,T,PSP,Activision,5.3,0.31,2007
South Park: Chef's Luv Shack,Misc,M,PS,Acclaim Entertainment,3.1,0.31,1999
40 Winks,Platform,E,PS,GT Interactive,5.5,0.31,1999
The Settlers 7: Paths to a Kingdom,Strategy,E10,PC,Ubisoft,7.8,0.31,2010
A Collection of Intellivision Classic Games,Misc,E,PS,Activision,4.3,0.31,1999
Star Wars Episode III: Revenge of the Sith,Action,E10,DS,Ubisoft,7.3,0.31,2005
Silent Hill: Shattered Memories,Adventure,M,PSP,Konami,7.8,0.31,2010
Her Story,Adventure,,PC,Sam Barlow,8.7,0.31,2015
KuruKuru Kururin,Puzzle,,GBA,Nintendo,7.2,0.31,2001
NBA Live 08,Sports,E,PSP,Electronic Arts,6.8,0.31,2007
NASCAR 2011: The Game,Racing,E,X360,Activision,6,0.31,2011
Contra 4,Shooter,T,DS,Konami,8.1,0.3,2007
The King of Fighters XIII,Fighting,T,PS3,Atlus,7.8,0.3,2011
Def Jam Rapstar,Misc,T,X360,Konami,7.4,0.3,2010
Ehrgeiz,Fighting,T,PS,Square,6.7,0.3,1999
Madagascar,Platform,E,DS,Activision,6.3,0.3,2005
Tom Clancy's Splinter Cell 3D,Action,T,3DS,Ubisoft,8,0.3,2011
Burnout,Racing,E,GC,Acclaim Entertainment,7.7,0.3,2002
Lumines ll,Puzzle,E10,PSP,Buena Vista,8,0.3,2006
Chaos Legion,Action,T,PS2,Capcom,6.2,0.3,2003
Monopoly for Nintendo Switch,Board Game,E,NS,Ubisoft,5.3,0.3,2017
Cart World Series,Racing,E,PS,Sony Computer Entertainment,7,0.3,1997
Sing Party,Party,E10,WiiU,Nintendo,6.8,0.3,2012
PowerUp Heroes,Fighting,E10,X360,Ubisoft,4,0.3,2011
Looney Tunes: Duck Amuck,Action,E,DS,Warner Bros. Interactive,6.4,0.3,2007
Resident Evil Archives: Resident Evil,Action,M,Wii,Capcom,7.6,0.3,2009
Magna Carta 2,Role-Playing,T,X360,Namco Bandai,6.6,0.3,2009
Monster Truck Madness 64,Racing,E,N64,Rockstar Games,5.5,0.3,1999
Shovel Knight,Platform,E,WiiU,Yacht Club Games,9,0.3,2014
Crazy Taxi: Catch a Ride,Racing,E,GBA,THQ,4.8,0.3,2003
Rayman 2: Revolution,Platform,E,PS2,Ubisoft,8.7,0.3,2001
Devil May Cry 4,Action,M,PC,Capcom,7.5,0.3,2008
NBA Live 2003,Sports,E,GC,EA Sports,8.4,0.3,2002
Dragon Force,Strategy,E,SAT,Working Designs,9,0.3,1996
Dynasty Warriors 6,Action,T,X360,KOEI,6.2,0.3,2008
Full Spectrum Warrior,Strategy,M,PS2,THQ,8.5,0.3,2005
Fist of the North Star: Ken's Rage 2,Action,M,PS3,Tecmo Koei,5,0.3,2013
FIFA 15,Sports,E,PC,EA Sports,7,0.3,2014
Shaun White Snowboarding: World Stage,Sports,E,Wii,Ubisoft,7.2,0.3,2009
Finding Nemo: The Continuing Adventures,Action,E,GBA,THQ,8,0.3,2004
Capcom Classics Collection Remixed,Misc,T,PSP,Capcom,7.7,0.3,2006
Radiant Historia,Role-Playing,E10,DS,Atlus,8.5,0.3,2011
Guitar Hero: Van Halen,Misc,T,X360,Activision,6.2,0.3,2009
Batman: The Brave and the Bold the Videogame,Action,E10,DS,Warner Bros. Interactive,7.5,0.3,2010
N3: Ninety-Nine Nights,Action,M,X360,Microsoft Game Studios,6.3,0.3,2006
Syphon Filter: Dark Mirror,Shooter,M,PSP,Sony Computer Entertainment,8.5,0.3,2006
Bejeweled 3,Puzzle,E,PC,PopCap Games,8.1,0.3,2010
MySims SkyHeroes,Action,E10,Wii,Electronic Arts,6.4,0.3,2010
Spider-Man: Friend or Foe,Action,E10,X360,Activision,5.9,0.29,2007
Grandia II,Role-Playing,T,PS2,Ubisoft,7.4,0.29,2002
Naruto to Boruto: Shinobi Striker,Action,T,PS4,Bandai Namco Games,8.5,0.29,2018
Glory of Heracles,Role-Playing,E10,DS,Nintendo,6.8,0.29,2010
Little King's Story,Strategy,T,Wii,Xseed Games,8.5,0.29,2009
Call of Juarez: The Cartel,Shooter,M,PS3,Ubisoft,5.4,0.29,2011
Assassin's Creed IV: Black Flag,Action-Adventure,M,WiiU,Ubisoft,8.5,0.29,2013
X-Men Legends II: Rise of Apocalypse,Role-Playing,T,PSP,Activision,8.5,0.29,2005
Dynasty Warriors: Strikeforce,Action,T,PS3,Tecmo Koei,6.8,0.29,2010
Up,Adventure,E10,X360,THQ,6.5,0.29,2009
Harvest Moon: Magical Melody,Simulation,E,Wii,Natsume,6.3,0.29,2009
NBA Live 06,Sports,E,X360,EA Sports,6.5,0.29,2005
Kenka Bancho: Badass Rumble,Action,T,PSP,Atlus,7,0.29,2009
FlatOut: Head On,Racing,T,PSP,Warner Bros. Interactive,7.3,0.29,2008
Zoo Tycoon 2 DS,Strategy,E,DS,THQ,6.9,0.29,2008
Wanted: Weapons of Fate,Shooter,M,PS3,Warner Bros. Interactive,6.2,0.29,2009
Just Dance 2017,Music,E10,NS,Ubisoft,6.5,0.29,2017
NieR,Role-Playing,M,X360,Square Enix,6.4,0.29,2010
Ace Combat: Joint Assault,Simulation,T,PSP,Namco Bandai,7,0.29,2010
Atelier Iris 3: Grand Phantasm (US Sales),Role-Playing,T,PS2,NIS America,6.1,0.29,2007
Prince of Persia: Rival Swords,Action,T,Wii,Ubisoft,7,0.29,2007
VA-11 HALL-A,Adventure,M,PC,Ysbryd Games,8.4,0.29,2016
The Chronicles of Riddick: Assault on Dark Athena,Shooter,M,X360,Atari,8.2,0.29,2009
Phoenix Wright: Ace Attorney: Spirit of Justice,Adventure,T,3DS,Capcom,8.1,0.29,2016
Trace Memory,Adventure,T,DS,Nintendo,6.5,0.29,2005
Forsaken 64,Shooter,M,N64,Acclaim Entertainment,8.3,0.29,1998
Duel Masters: Sempai Legends,Misc,E,GBA,Atari,7.1,0.29,2004
Trauma Center: New Blood,Simulation,T,Wii,Atlus,7.5,0.29,2007
The BIGS 2,Sports,E10,Wii,2K Sports,6.3,0.29,2009
The Lord of the Rings: The Third Age,Role-Playing,T,GC,Electronic Arts,7.9,0.29,2004
Sonic Boom: Shattered Crystal,Platform,E,3DS,Sega,3.8,0.29,2014
Overcooked! 2,Simulation,,NS,Sold Out,8.4,0.29,2018
The Legend of Legacy,Role-Playing,E10,3DS,Atlus,6,0.29,2015
Majin and the Forsaken Kingdom,Adventure,T,PS3,Namco Bandai,7,0.29,2010
The Sims 2,Simulation,T,PC,Electronic Arts,8.9,0.29,2004
MLB Power Pros,Sports,E,Wii,2K Sports,8.5,0.29,2007
"Sakura Wars: So Long, My Love",Role-Playing,T,PS2,NIS America,8.8,0.29,2010
Sengoku Basara: Samurai Heroes,Action,T,Wii,Capcom,6,0.29,2010
Warriors Orochi 2,Action,T,PSP,KOEI,5.3,0.29,2009
Dead Rising: Chop Till You Drop,Action,M,Wii,Capcom,6.7,0.29,2009
Feel the Magic XY/XX,Puzzle,T,DS,Sega,7.7,0.29,2004
Ever Oasis,Role-Playing,E10,3DS,Nintendo,8.1,0.29,2017
Rayman 3: Hoodlum Havoc,Platform,E,PS2,Ubisoft,7.4,0.29,2003
Rock Revolution,Misc,T,X360,Konami,3.6,0.29,2008
Spyro: A Hero's Tail,Platform,E,GC,VU Games,6.4,0.29,2004
Earthworm Jim,Platform,E,GBA,Majesco,7.2,0.29,2001
Tales of Phantasia,Role-Playing,E10,GBA,Nintendo,7,0.29,2006
The Golden Compass,Adventure,E10,PS3,Sega,4.3,0.29,2007
Disney's Extreme Skate Adventure,Sports,E,GBA,Activision,6.6,0.28,2003
Dragon Ball GT: Transformation,Action,E10,GBA,Atari,7.7,0.28,2005
Shadow Hearts,Role-Playing,M,PS2,Midway Games,7,0.28,2001
Assassin's Creed II: Discovery,Platform,T,DS,Ubisoft,7.3,0.28,2009
DeathSmiles,Shooter,T,X360,Aksys Games,8,0.28,2010
World of Tanks,Shooter,T,PC,Wargaming.net,7.8,0.28,2011
Pirates of the Caribbean: Dead Man's Chest,Adventure,T,PSP,Buena Vista,4.3,0.28,2006
Final Fantasy VI Advance,Role-Playing,E10,GBA,Nintendo,9.1,0.28,2007
WarioWare Gold,Misc,E10,3DS,Nintendo,8.1,0.28,2018
Guitar Hero: Van Halen,Misc,T,Wii,Activision,5,0.28,2009
Medieval Moves: Deadmund's Quest,Action,E10,PS3,Sony Computer Entertainment,7,0.28,2011
SAW,Action,M,X360,Konami,6.2,0.28,2009
Kung Fu Chaos,Fighting,T,XB,Microsoft Game Studios,7,0.28,2003
Transformers: Dark of the Moon,Action,T,X360,Activision,6.5,0.28,2011
Godzilla: Domination!,Fighting,E,GBA,Atari,4.7,0.28,2002
El Shaddai: Ascension of the Metatron,Action,T,PS3,Ignition Entertainment,8,0.28,2011
Operation Flashpoint: Red River,Shooter,M,X360,Codemasters,7,0.28,2011
Carol Vorderman's Sudoku,Puzzle,E,PS2,Eidos Interactive,7.4,0.28,2007
Batman: The Brave and the Bold the Videogame,Action,E10,Wii,Warner Bros. Interactive,7.5,0.28,2010
Dead to Rights: Retribution,Shooter,M,PS3,Namco Bandai,6,0.28,2010
MLB 07: The Show,Sports,E,PSP,Sony Computer Entertainment,8.1,0.28,2007
Mega Man ZX,Platform,E,DS,Capcom,8.1,0.28,2006
Little Nightmares,Platform,T,PC,Namco Bandai Games,8.6,0.28,2017
Disney's Treasure Planet,Action,E,GBA,Disney Interactive Studios,6.3,0.28,2002
Dead or Alive,Fighting,T,PS,Tecmo,8.3,0.28,1998
Need for Speed: Most Wanted (2012),Racing,E10,WiiU,Electronic Arts,8.4,0.28,2013
Wild ARMs 5,Role-Playing,T,PS2,Xseed Games,7.5,0.28,2007
Guitar Hero: Van Halen,Misc,T,PS3,Activision,6.2,0.28,2009
Patapon 3,Platform,E,PSP,Sony Computer Entertainment,7.4,0.28,2011
Corvette,Racing,E,GBA,TDK Mediactive,4.9,0.28,2003
Darksiders,Action,M,PS3,THQ,7.8,0.28,2010
Pac-Man Fever,Misc,E,GC,Namco,5.1,0.28,2002
SimCity 4,Simulation,E,PC,Electronic Arts,8.7,0.28,2003
EyePet,Simulation,E,PSP,Sony Computer Entertainment,4.9,0.28,2010
Mister Mosquito,Shooter,T,PS2,Eidos Interactive,6.6,0.28,2002
Rugby World Cup 2011,Sports,E,X360,505 Games,4.8,0.28,2011
Virtua Fighter 5 Online,Fighting,T,X360,Sega,9.2,0.28,2007
Civilization II,Strategy,E,PS,Activision,8.2,0.28,1998
The Warriors,Action,M,PSP,Rockstar Games,8.1,0.28,2007
Madagascar,Platform,E10,XB,Activision,6.8,0.28,2005
ExciteBots: Trick Racing,Racing,E,Wii,Nintendo,7.7,0.28,2009
The Binding of Isaac: Afterbirth+,Action,M,NS,Nicalis,9,0.28,2017
Gundam Versus,Action,T,PS4,Namco Bandai Games,7.3,0.28,2017
Shin Megami Tensei: Strange Journey,Role-Playing,M,DS,Atlus,8,0.28,2010
Ice Age: Dawn of the Dinosaurs,Platform,E10,Wii,Activision,7.2,0.28,2009
Etrian Mystery Dungeon,Role-Playing,E10,3DS,Atlus,7.6,0.28,2015
Castlevania: Aria of Sorrow,Platform,T,GBA,Konami,8.8,0.28,2003
Mass Effect 3,Role-Playing,M,WiiU,Electronic Arts,9.2,0.28,2012
Armored Core: Project Phantasma,Simulation,T,PS,ASCII Entertainment,7.2,0.28,1998
FIFA 07 Soccer,Sports,E,X360,EA Sports,7.1,0.28,2006
Over the Hedge,Platform,E,DS,Activision,7.1,0.28,2006
Rhythm Thief & the Emperor's Treasure,Misc,,3DS,Sega,7.5,0.28,2012
Siren: Blood Curse,Action-Adventure,M,PS3,Sony Computer Entertainment,8.3,0.28,2008
Metal Gear Solid V: Ground Zeroes,Action-Adventure,M,XOne,Konami Digital Entertainment,7.7,0.27,2014
Resident Evil 2: Dual Shock Edition,Action,M,PS,Capcom,9,0.27,1998
Dead Rising 2: Off the Record,Action,M,X360,Capcom,7.6,0.27,2011
Batman: Arkham Origins Blackgate,Action-Adventure,T,3DS,Warner Bros. Interactive Entertainment,7,0.27,2013
Iron Man 2,Action,T,X360,Sega,5.1,0.27,2010
Etrian Odyssey V: Beyond the Myth,Role-Playing,T,3DS,Atlus,7.9,0.27,2017
Transformers: Cybertron Adventures,Action,T,Wii,Activision,3.7,0.27,2010
Baten Kaitos: Eternal Wings and the Lost Ocean,Role-Playing,T,GC,Namco,8.2,0.27,2004
Shadows of the Damned,Action,M,PS3,Electronic Arts,7.9,0.27,2011
Pac-Pix,Puzzle,E,DS,Namco,6.8,0.27,2005
NASCAR 2011: The Game,Racing,E,PS3,Activision,6,0.27,2011
The Club,Shooter,M,X360,Sega,7.5,0.27,2008
NHL 07,Sports,E10,X360,EA Sports,8,0.27,2006
NHL 2K11,Sports,E10,Wii,2K Sports,6.3,0.27,2010
Disney's Chicken Little,Platform,E10,GC,Buena Vista,7,0.27,2005
Brain Age: Concentration Training,Misc,E,3DS,Nintendo,7.5,0.27,2013
Ty the Tasmanian Tiger,Platform,E,GC,Electronic Arts,7.1,0.27,2002
Tiger Woods PGA Tour 07,Sports,E,PSP,EA Sports,7.6,0.27,2006
Skylanders SWAP Force,Platform,E10,3DS,Activision,7.7,0.27,2013
Condemned: Criminal Origins,Action,M,X360,Sega,8.2,0.27,2005
The Conduit,Shooter,T,Wii,Sega,6.6,0.27,2009
Gun,Shooter,M,X360,Activision,7.5,0.27,2005
Dragon Ball Z: Tenkaichi Tag Team,Fighting,T,PSP,Namco Bandai,6,0.27,2010
Dragon Age Origins: Awakening,Role-Playing,M,PS3,Electronic Arts,8.3,0.27,2010
